id,description,category,severity,department,risk_level,reported_date,status,similar_incidents,root_causes,recommendations,impact,urgency
INC-00579,Medium Traffic shaping misconfiguration affecting R&D,Network,Medium,HR,Medium,2025-05-07,In Progress,"[{""incident_id"": ""INC-03989"", ""description"": ""Low proxy server failure blocking HR internet access..."", ""relevance"": 0.73}, {""incident_id"": ""INC-04163"", ""description"": ""Medium DHCP exhaustion in Operations network..."", ""relevance"": 0.74}]","[""Load balancer configuration errors"", ""Firewall rule misconfigurations"", ""Routing protocol instabilities"", ""Traffic prioritization failures"", ""Wireless security weaknesses""]","[""Establish regular security audits"", ""Review access control lists and permissions"", ""Engage external security consultants"", ""Implement multi-factor authentication"", ""Immediate containment and isolation of affected systems"", ""Conduct tabletop exercises for incident response""]",Medium,Low
INC-00580,Low vendor compliance issue affecting R&D,Compliance,Low,Finance,Low,2026-03-04,Open,"[{""incident_id"": ""INC-01810"", ""description"": ""Low safety regulation violation in Finance operations..."", ""relevance"": 0.95}, {""incident_id"": ""INC-04275"", ""description"": ""Medium policy violation detected in Sales record keeping..."", ""relevance"": 0.78}, {""incident_id"": ""INC-09789"", ""description"": ""Medium regulatory reporting delay from IT..."", ""relevance"": 0.89}, {""incident_id"": ""INC-06317"", ""description"": ""Low environmental compliance issue in Customer Service facilities..."", ""relevance"": 0.86}, {""incident_id"": ""INC-07337"", ""description"": ""High environmental compliance issue in R&D facilities..."", ""relevance"": 0.76}, {""incident_id"": ""INC-01060"", ""description"": ""Low ISO 27001 requirement not met in Legal production floor..."", ""relevance"": 0.9}]","[""Whistleblower program deficiencies"", ""Lack of regular compliance assessments"", ""Certification and attestation gaps"", ""Third-party compliance management failures"", ""Segregation of duties failures""]","[""Conduct comprehensive forensic investigation"", ""Review access control lists and permissions"", ""Review third-party vendor security"", ""Establish regular security audits"", ""Update all software and security patches"", ""Notify all affected stakeholders immediately"", ""Establish incident response procedures""]",Low,High
INC-00581,Critical man-in-the-middle attack intercepting HR communications,Security,Critical,Marketing,High,2025-09-28,Open,"[{""incident_id"": ""INC-09179"", ""description"": ""Low SQL injection vulnerability in Sales desktop software..."", ""relevance"": 0.92}, {""incident_id"": ""INC-06768"", ""description"": ""Critical DDoS attack against intranet portal causing productivity loss..."", ""relevance"": 0.77}, {""incident_id"": ""INC-01112"", ""description"": ""Critical man-in-the-middle attack intercepting R&D communications..."", ""relevance"": 0.81}, {""incident_id"": ""INC-09536"", ""description"": ""Low supply chain attack compromising HR web application..."", ""relevance"": 0.87}]","[""Insufficient security awareness training"", ""Lack of multi-factor authentication"", ""Bring-your-own-device policy gaps"", ""Inadequate incident response planning"", ""Lack of regular security assessments""]","[""Establish continuous monitoring program"", ""Implement network segmentation"", ""Review third-party vendor security"", ""Review and strengthen backup procedures"", ""Conduct vulnerability assessment"", ""Implement multi-factor authentication""]",Medium,Low
INC-00582,High power outage in HR data center causing data loss,System Failure,High,Sales,High,2025-04-21,Open,"[{""incident_id"": ""INC-07976"", ""description"": ""Critical Kubernetes cluster failure in Legal environment..."", ""relevance"": 0.91}, {""incident_id"": ""INC-08699"", ""description"": ""Critical Log aggregation system failure in Finance..."", ""relevance"": 0.81}, {""incident_id"": ""INC-05016"", ""description"": ""Low application crash in IT microservice..."", ""relevance"": 0.77}, {""incident_id"": ""INC-05387"", ""description"": ""High application crash in R&D API service..."", ""relevance"": 0.72}, {""incident_id"": ""INC-01740"", ""description"": ""Medium Log aggregation system failure in IT..."", ""relevance"": 0.84}, {""incident_id"": ""INC-09760"", ""description"": ""High web application crash causing service disruption in Security..."", ""relevance"": 0.75}]","[""Environmental factors affecting hardware"", ""Power supply instability"", ""Backup and recovery system failures"", ""Software bugs and coding errors"", ""Application memory leaks""]","[""Immediate containment and isolation of affected systems"", ""Review and update security policies"", ""Conduct security awareness training"", ""Implement data classification framework"", ""Review and strengthen backup procedures"", ""Conduct vulnerability assessment""]",Low,Low
INC-00583,Medium mobile app data leak from Security intranet portal,Data Leakage,Medium,Security,Medium,2025-09-29,In Progress,"[{""incident_id"": ""INC-05428"", ""description"": ""Critical API response leak exposing Sales customer PII..."", ""relevance"": 0.82}, {""incident_id"": ""INC-06798"", ""description"": ""Low Screenshot sharing exposing Customer Service payment information..."", ""relevance"": 0.95}, {""incident_id"": ""INC-01232"", ""description"": ""Medium mobile app data leak from Legal web application..."", ""relevance"": 0.87}, {""incident_id"": ""INC-06517"", ""description"": ""Critical cloud storage misconfiguration exposing Marketing customer PII..."", ""relevance"": 0.74}, {""incident_id"": ""INC-05111"", ""description"": ""Medium cloud storage misconfiguration exposing IT medical records..."", ""relevance"": 0.94}]","[""Privileged user monitoring gaps"", ""Data retention policy non-compliance"", ""Lack of data loss prevention tools"", ""Shadow data storage locations"", ""Email security gateway gaps""]","[""Establish regular security audits"", ""Implement multi-factor authentication"", ""Implement emergency security controls"", ""Conduct security awareness training"", ""Implement data loss prevention tools""]",Medium,Medium
INC-00584,Low network monitoring blind spots in Legal segment,Network,Low,IT,Low,2025-11-08,Open,"[{""incident_id"": ""INC-06985"", ""description"": ""Critical Network access control failure in Operations..."", ""relevance"": 0.72}, {""incident_id"": ""INC-07969"", ""description"": ""Medium Network access control failure in R&D..."", ""relevance"": 0.88}, {""incident_id"": ""INC-04300"", ""description"": ""Critical IP address conflict in R&D infrastructure..."", ""relevance"": 0.89}, {""incident_id"": ""INC-03115"", ""description"": ""Medium Port channel misconfiguration in R&D file server..."", ""relevance"": 0.87}]","[""Routing protocol instabilities"", ""Inadequate network segmentation"", ""Insufficient network redundancy"", ""VPN concentrator capacity issues"", ""Poor network monitoring capabilities""]","[""Review third-party vendor security"", ""Implement network segmentation"", ""Deploy endpoint detection and response"", ""Update all software and security patches"", ""Establish regular security audits"", ""Conduct vulnerability assessment"", ""Establish continuous monitoring program""]",Low,Low
INC-00585,Critical audit finding requiring remediation in Marketing,Compliance,Critical,Legal,High,2026-01-13,Closed,"[{""incident_id"": ""INC-09459"", ""description"": ""High SOX compliance failure in Customer Service financial reporting..."", ""relevance"": 0.75}, {""incident_id"": ""INC-01040"", ""description"": ""Low regulatory reporting delay from HR..."", ""relevance"": 0.91}, {""incident_id"": ""INC-04500"", ""description"": ""Critical privacy policy non-compliance by Finance reporting..."", ""relevance"": 0.93}, {""incident_id"": ""INC-02479"", ""description"": ""Low employee training non-compliance in R&D..."", ""relevance"": 0.74}]","[""Inadequate compliance monitoring"", ""Internal control design weaknesses"", ""Vendor due diligence inadequacies"", ""Data subject rights process deficiencies"", ""Data retention policy implementation gaps""]","[""Implement data classification framework"", ""Deploy security information and event management"", ""Implement multi-factor authentication"", ""Deploy additional monitoring solutions"", ""Implement network segmentation"", ""Conduct vulnerability assessment"", ""Deploy endpoint detection and response""]",Medium,Medium
INC-00586,High business email compromise targeting R&D executives,Security,High,Marketing,High,2026-02-18,Open,"[{""incident_id"": ""INC-02950"", ""description"": ""Low business email compromise targeting R&D executives..."", ""relevance"": 0.94}, {""incident_id"": ""INC-01441"", ""description"": ""High DDoS attack against intranet portal causing financial loss..."", ""relevance"": 0.71}, {""incident_id"": ""INC-08019"", ""description"": ""Medium zero-day exploit targeting intranet portal in R&D..."", ""relevance"": 0.71}, {""incident_id"": ""INC-05596"", ""description"": ""Low privilege escalation in Security database by compromised account..."", ""relevance"": 0.72}, {""incident_id"": ""INC-08293"", ""description"": ""Low data exfiltration from Sales email systems via spear phishing..."", ""relevance"": 0.85}]","[""Social engineering susceptibility"", ""Security misconfigurations"", ""Outdated security policies and procedures"", ""Insufficient monitoring and detection"", ""Missing endpoint protection solutions""]","[""Review and update security policies"", ""Implement network segmentation"", ""Establish continuous monitoring program"", ""Engage external security consultants"", ""Conduct tabletop exercises for incident response""]",Medium,High
INC-00587,Medium cooling system failure affecting Security servers,System Failure,Medium,Finance,Medium,2025-06-12,Closed,"[{""incident_id"": ""INC-04442"", ""description"": ""Medium Container orchestration failure affecting R&D services..."", ""relevance"": 0.81}, {""incident_id"": ""INC-04364"", ""description"": ""Critical hardware failure of firewall in IT..."", ""relevance"": 0.8}, {""incident_id"": ""INC-03472"", ""description"": ""High Cloud service outage impacting Marketing operations..."", ""relevance"": 0.87}, {""incident_id"": ""INC-03955"", ""description"": ""Critical Message queue failure in Security system..."", ""relevance"": 0.71}, {""incident_id"": ""INC-06467"", ""description"": ""Critical Container orchestration failure affecting R&D services..."", ""relevance"": 0.72}]","[""Inadequate capacity planning"", ""Lack of automated monitoring"", ""Network connectivity issues"", ""Memory exhaustion conditions"", ""Hardware aging and component degradation""]","[""Implement data loss prevention tools"", ""Review and strengthen backup procedures"", ""Deploy security information and event management"", ""Conduct tabletop exercises for incident response"", ""Establish incident response procedures"", ""Deploy additional monitoring solutions""]",Low,Immediate
INC-00588,Low customer PII exposure through misconfigured file server in Customer Service,Data Leakage,Low,HR,Low,2025-10-13,Closed,"[{""incident_id"": ""INC-08881"", ""description"": ""High Error message leak revealing R&D system information..."", ""relevance"": 0.74}, {""incident_id"": ""INC-04784"", ""description"": ""High database backup exposure containing R&D authentication credentials..."", ""relevance"": 0.87}, {""incident_id"": ""INC-08440"", ""description"": ""Critical removable media loss with Sales customer PII..."", ""relevance"": 0.81}]","[""Inadequate employee training on data protection"", ""API security and authentication gaps"", ""Cross-border data transfer violations"", ""Print and document handling vulnerabilities"", ""Weak data access controls""]","[""Conduct comprehensive forensic investigation"", ""Implement network segmentation"", ""Implement privileged access management"", ""Review and update security policies""]",Low,Low
INC-00589,High cooling system failure affecting Customer Service servers,System Failure,High,Sales,High,2025-04-18,In Progress,"[{""incident_id"": ""INC-06290"", ""description"": ""Medium network interface failure in IT printer..."", ""relevance"": 0.81}, {""incident_id"": ""INC-01536"", ""description"": ""Medium hardware failure of firewall in Finance..."", ""relevance"": 0.85}]","[""Configuration management failures"", ""Service dependency failures"", ""Load balancing configuration errors"", ""Insufficient redundancy in design"", ""CPU resource contention""]","[""Review and update disaster recovery plans"", ""Deploy additional monitoring solutions"", ""Review third-party vendor security"", ""Conduct security awareness training""]",Low,Medium
INC-00590,Medium API response leak exposing Sales medical records,Data Leakage,Medium,IT,Medium,2025-08-11,Closed,"[{""incident_id"": ""INC-04251"", ""description"": ""Low Log file exposure containing Customer Service sensitive data..."", ""relevance"": 0.73}, {""incident_id"": ""INC-07447"", ""description"": ""Critical Video conference recording leak of IT proprietary data..."", ""relevance"": 0.92}]","[""Poor data governance framework"", ""Data backup security weaknesses"", ""Missing data handling procedures"", ""Insufficient data encryption"", ""Inadequate data classification""]","[""Conduct comprehensive forensic investigation"", ""Conduct tabletop exercises for incident response"", ""Implement data classification framework"", ""Implement emergency security controls"", ""Review and update security policies"", ""Engage external security consultants"", ""Review access control lists and permissions""]",Low,Immediate
INC-00591,High Monitoring system outage in Operations infrastructure,System Failure,High,Operations,High,2025-07-12,Closed,"[{""incident_id"": ""INC-01354"", ""description"": ""Critical backup system failure in Legal infrastructure..."", ""relevance"": 0.93}, {""incident_id"": ""INC-06231"", ""description"": ""Low application crash in Customer Service microservice..."", ""relevance"": 0.87}, {""incident_id"": ""INC-02950"", ""description"": ""Medium Cloud service outage impacting Customer Service operations..."", ""relevance"": 0.79}, {""incident_id"": ""INC-03624"", ""description"": ""High Cache server failure affecting Customer Service performance..."", ""relevance"": 0.76}]","[""Storage subsystem failures"", ""Database connection pooling issues"", ""Auto-scaling threshold misconfigurations"", ""Inadequate testing procedures"", ""Poor change management processes""]","[""Deploy endpoint detection and response"", ""Implement privileged access management"", ""Update all software and security patches"", ""Immediate containment and isolation of affected systems"", ""Engage external security consultants"", ""Conduct vulnerability assessment"", ""Deploy security information and event management""]",Low,High
INC-00592,Critical Container orchestration failure affecting Sales services,System Failure,Critical,Sales,High,2025-05-12,Closed,"[{""incident_id"": ""INC-09807"", ""description"": ""High Cloud service outage impacting Marketing operations..."", ""relevance"": 0.9}, {""incident_id"": ""INC-01392"", ""description"": ""Low application crash in Operations desktop software..."", ""relevance"": 0.9}, {""incident_id"": ""INC-08715"", ""description"": ""Medium UPS battery failure in HR data center..."", ""relevance"": 0.88}, {""incident_id"": ""INC-06658"", ""description"": ""Medium Container orchestration failure affecting Operations services..."", ""relevance"": 0.86}]","[""Power supply instability"", ""Poor change management processes"", ""Inadequate testing procedures"", ""Load balancing configuration errors"", ""Auto-scaling threshold misconfigurations""]","[""Notify all affected stakeholders immediately"", ""Establish incident response procedures"", ""Implement data loss prevention tools"", ""Review and update disaster recovery plans"", ""Establish regular security audits"", ""Implement data classification framework""]",Medium,Immediate
INC-00593,Critical customer PII exposure through misconfigured HR management system in Sales,Data Leakage,Critical,Customer Service,High,2025-05-09,Resolved,"[{""incident_id"": ""INC-05480"", ""description"": ""Low test data leak containing production payment information from IT..."", ""relevance"": 0.9}, {""incident_id"": ""INC-04332"", ""description"": ""Low partner integration leak accessing Operations customer PII..."", ""relevance"": 0.88}, {""incident_id"": ""INC-03104"", ""description"": ""High Log file exposure containing Marketing sensitive data..."", ""relevance"": 0.77}, {""incident_id"": ""INC-04954"", ""description"": ""High Screenshot sharing exposing IT employee data..."", ""relevance"": 0.81}]","[""Insufficient vendor oversight"", ""Poor data governance framework"", ""Cross-border data transfer violations"", ""Inadequate data classification"", ""Print and document handling vulnerabilities""]","[""Conduct tabletop exercises for incident response"", ""Update all software and security patches"", ""Implement emergency security controls"", ""Engage external security consultants""]",Low,Immediate
INC-00594,High CDN failure impacting HR email services,Network,High,Security,High,2025-06-01,Open,"[{""incident_id"": ""INC-03286"", ""description"": ""Medium Load balancing failure for Marketing web services..."", ""relevance"": 0.77}, {""incident_id"": ""INC-01525"", ""description"": ""High firewall misconfiguration blocking HR web services..."", ""relevance"": 0.77}]","[""Network device firmware vulnerabilities"", ""Firewall rule misconfigurations"", ""Network time synchronization issues"", ""Bandwidth management deficiencies"", ""DDoS protection inadequacies""]","[""Implement emergency security controls"", ""Deploy security information and event management"", ""Establish incident response procedures"", ""Conduct vulnerability assessment"", ""Review third-party vendor security"", ""Conduct tabletop exercises for incident response"", ""Notify all affected stakeholders immediately""]",High,High
INC-00595,High DHCP exhaustion in Sales network,Network,High,Marketing,High,2026-02-23,Resolved,"[{""incident_id"": ""INC-02970"", ""description"": ""Medium latency issues in IT network path..."", ""relevance"": 0.85}, {""incident_id"": ""INC-04461"", ""description"": ""High Network time protocol failure affecting Sales systems..."", ""relevance"": 0.72}, {""incident_id"": ""INC-05981"", ""description"": ""Low BGP routing issue affecting Marketing connectivity..."", ""relevance"": 0.92}, {""incident_id"": ""INC-03295"", ""description"": ""Low bandwidth saturation in Finance network segment..."", ""relevance"": 0.84}, {""incident_id"": ""INC-05035"", ""description"": ""Low Network time protocol failure affecting HR systems..."", ""relevance"": 0.79}]","[""Network access control gaps"", ""Load balancer configuration errors"", ""Network architecture design flaws"", ""Insufficient network redundancy"", ""Wireless security weaknesses""]","[""Deploy security information and event management"", ""Notify all affected stakeholders immediately"", ""Review access control lists and permissions"", ""Review and update security policies"", ""Conduct tabletop exercises for incident response"", ""Update all software and security patches"", ""Implement multi-factor authentication""]",Low,Low
INC-00596,Medium Screenshot sharing exposing HR employee data,Data Leakage,Medium,Security,Medium,2025-10-27,Closed,"[{""incident_id"": ""INC-09971"", ""description"": ""Medium trade secrets exposure through misconfigured database in HR..."", ""relevance"": 0.72}, {""incident_id"": ""INC-04412"", ""description"": ""Medium Screenshot sharing exposing Operations payment information..."", ""relevance"": 0.92}, {""incident_id"": ""INC-07542"", ""description"": ""Low cloud storage misconfiguration exposing HR medical records..."", ""relevance"": 0.84}]","[""Email security gateway gaps"", ""API security and authentication gaps"", ""Data backup security weaknesses"", ""Unsanctioned cloud service usage"", ""Inadequate employee training on data protection""]","[""Update all software and security patches"", ""Deploy security information and event management"", ""Conduct comprehensive forensic investigation"", ""Immediate containment and isolation of affected systems""]",High,High
INC-00597,Critical CPU overload on Marketing application server,System Failure,Critical,Sales,High,2026-02-10,Open,"[{""incident_id"": ""INC-08503"", ""description"": ""Low Cloud service outage impacting Sales operations..."", ""relevance"": 0.75}, {""incident_id"": ""INC-03195"", ""description"": ""Critical disk space exhaustion in IT archive storage..."", ""relevance"": 0.78}, {""incident_id"": ""INC-04995"", ""description"": ""Low load balancer failure causing productivity loss in Marketing..."", ""relevance"": 0.72}, {""incident_id"": ""INC-04183"", ""description"": ""Critical Search index corruption in R&D database..."", ""relevance"": 0.83}, {""incident_id"": ""INC-01979"", ""description"": ""Critical Log aggregation system failure in R&D..."", ""relevance"": 0.82}, {""incident_id"": ""INC-04984"", ""description"": ""Critical disk space exhaustion in Legal archive storage..."", ""relevance"": 0.72}]","[""Lack of automated monitoring"", ""CPU resource contention"", ""Network connectivity issues"", ""Insufficient redundancy in design"", ""Memory exhaustion conditions""]","[""Review and update security policies"", ""Implement data loss prevention tools"", ""Notify all affected stakeholders immediately"", ""Implement emergency security controls"", ""Implement multi-factor authentication""]",Medium,High
INC-00598,High developer environment leak of HR financial records,Data Leakage,High,R&D,High,2026-02-09,Open,"[{""incident_id"": ""INC-06244"", ""description"": ""Low API response leak exposing HR trade secrets..."", ""relevance"": 0.89}, {""incident_id"": ""INC-01866"", ""description"": ""Low Configuration file leak from R&D ERP system..."", ""relevance"": 0.74}, {""incident_id"": ""INC-08009"", ""description"": ""High removable media loss with Finance trade secrets..."", ""relevance"": 0.94}, {""incident_id"": ""INC-03936"", ""description"": ""High customer PII exposure through misconfigured ERP system in Marketing..."", ""relevance"": 0.75}, {""incident_id"": ""INC-01888"", ""description"": ""High IoT device leak transmitting Marketing trade secrets..."", ""relevance"": 0.94}, {""incident_id"": ""INC-06490"", ""description"": ""Critical Session recording leak with Sales user employee data..."", ""relevance"": 0.74}]","[""Weak data access controls"", ""Data retention policy non-compliance"", ""Insufficient data encryption"", ""Shadow data storage locations"", ""Missing data handling procedures""]","[""Conduct comprehensive forensic investigation"", ""Deploy security information and event management"", ""Review third-party vendor security"", ""Establish incident response procedures""]",Medium,High
INC-00599,Medium DHCP exhaustion in IT network,Network,Medium,Marketing,Medium,2026-03-15,Open,"[{""incident_id"": ""INC-09508"", ""description"": ""High firewall misconfiguration blocking HR web services..."", ""relevance"": 0.77}, {""incident_id"": ""INC-01516"", ""description"": ""Medium wireless network outage in Security conference room..."", ""relevance"": 0.75}, {""incident_id"": ""INC-03885"", ""description"": ""Critical BGP routing issue affecting Marketing connectivity..."", ""relevance"": 0.73}]","[""Poor network monitoring capabilities"", ""Routing protocol instabilities"", ""Cloud connectivity reliability issues"", ""Inadequate network segmentation"", ""Traffic prioritization failures""]","[""Immediate containment and isolation of affected systems"", ""Implement emergency security controls"", ""Establish incident response procedures"", ""Conduct vulnerability assessment"", ""Engage external security consultants""]",Low,Immediate
INC-00600,High social engineering attack on Operations finance team,Security,High,Operations,High,2026-03-27,In Progress,"[{""incident_id"": ""INC-03593"", ""description"": ""High session hijacking of Security user accounts..."", ""relevance"": 0.76}, {""incident_id"": ""INC-07745"", ""description"": ""Medium SQL injection vulnerability in HR mobile app..."", ""relevance"": 0.78}, {""incident_id"": ""INC-09201"", ""description"": ""Low credential stuffing attack on Operations intranet portal..."", ""relevance"": 0.81}]","[""Weak password policies"", ""Security misconfigurations"", ""Lack of multi-factor authentication"", ""Unpatched software vulnerabilities"", ""Insider threat detection blind spots""]","[""Implement data loss prevention tools"", ""Deploy additional monitoring solutions"", ""Review and strengthen backup procedures"", ""Establish incident response procedures"", ""Implement emergency security controls""]",Medium,Low
INC-00601,Critical DDoS attack against database causing data loss,Security,Critical,Operations,High,2025-05-06,Open,"[{""incident_id"": ""INC-08731"", ""description"": ""High cross-site scripting attack on Marketing CRM platform..."", ""relevance"": 0.78}, {""incident_id"": ""INC-03909"", ""description"": ""Low man-in-the-middle attack intercepting Sales communications..."", ""relevance"": 0.9}, {""incident_id"": ""INC-02086"", ""description"": ""Medium data exfiltration from Marketing workstations via watering hole attack..."", ""relevance"": 0.9}]","[""Third-party security risks"", ""Privilege escalation vulnerabilities"", ""Inadequate incident response planning"", ""Bring-your-own-device policy gaps"", ""Social engineering susceptibility""]","[""Conduct tabletop exercises for incident response"", ""Engage external security consultants"", ""Implement multi-factor authentication"", ""Review third-party vendor security"", ""Implement privileged access management"", ""Establish regular security audits"", ""Implement data loss prevention tools""]",Low,Low
INC-00602,High CPU overload on Customer Service web server,System Failure,High,Finance,High,2025-10-07,Closed,"[{""incident_id"": ""INC-04822"", ""description"": ""Medium application crash in R&D microservice..."", ""relevance"": 0.87}, {""incident_id"": ""INC-07680"", ""description"": ""High Monitoring system outage in Security infrastructure..."", ""relevance"": 0.84}, {""incident_id"": ""INC-06555"", ""description"": ""High hardware failure of mobile device in Operations..."", ""relevance"": 0.92}, {""incident_id"": ""INC-07361"", ""description"": ""Low Cloud service outage impacting HR operations..."", ""relevance"": 0.77}]","[""Configuration management failures"", ""Backup and recovery system failures"", ""Database connection pooling issues"", ""Application memory leaks"", ""Environmental factors affecting hardware""]","[""Deploy additional monitoring solutions"", ""Update all software and security patches"", ""Implement network segmentation"", ""Implement multi-factor authentication"", ""Establish incident response procedures"", ""Conduct vulnerability assessment""]",High,High
INC-00603,Medium printed documents containing medical records left unattended in R&D,Data Leakage,Medium,Marketing,Medium,2025-07-31,In Progress,"[{""incident_id"": ""INC-02659"", ""description"": ""Low Video conference recording leak of R&D employee data..."", ""relevance"": 0.77}, {""incident_id"": ""INC-08706"", ""description"": ""High Source code leak exposing Security financial records..."", ""relevance"": 0.8}, {""incident_id"": ""INC-06807"", ""description"": ""High Session recording leak with R&D user financial records..."", ""relevance"": 0.73}, {""incident_id"": ""INC-09442"", ""description"": ""High Chat transcript leak from Customer Service CRM platform..."", ""relevance"": 0.71}, {""incident_id"": ""INC-01378"", ""description"": ""Low printed documents containing employee data left unattended in Customer Service..."", ""relevance"": 0.79}]","[""Database security configuration weaknesses"", ""Privileged user monitoring gaps"", ""Lack of data loss prevention tools"", ""Removable media control deficiencies"", ""Insufficient data anonymization""]","[""Review and strengthen backup procedures"", ""Establish continuous monitoring program"", ""Conduct vulnerability assessment"", ""Engage external security consultants"", ""Implement privileged access management"", ""Immediate containment and isolation of affected systems""]",High,Immediate
INC-00604,Low proxy server failure blocking Customer Service internet access,Network,Low,Security,Low,2025-04-23,Open,"[{""incident_id"": ""INC-04218"", ""description"": ""Medium Network time protocol failure affecting Customer Service systems..."", ""relevance"": 0.8}, {""incident_id"": ""INC-06297"", ""description"": ""Medium firewall misconfiguration blocking Security web services..."", ""relevance"": 0.8}, {""incident_id"": ""INC-05858"", ""description"": ""Medium Network time protocol failure affecting Marketing systems..."", ""relevance"": 0.75}, {""incident_id"": ""INC-04133"", ""description"": ""Critical network monitoring blind spots in HR segment..."", ""relevance"": 0.89}, {""incident_id"": ""INC-05924"", ""description"": ""Critical network switch failure in Marketing headquarters..."", ""relevance"": 0.77}]","[""Physical network security gaps"", ""Outdated network equipment"", ""VPN concentrator capacity issues"", ""Proxy server misconfigurations"", ""DNS infrastructure vulnerabilities""]","[""Implement privileged access management"", ""Conduct security awareness training"", ""Implement emergency security controls"", ""Review and update security policies"", ""Implement data classification framework"", ""Update all software and security patches""]",Low,Immediate
INC-00605,Critical safety regulation violation in Marketing operations,Compliance,Critical,Marketing,High,2025-12-09,Closed,"[{""incident_id"": ""INC-04615"", ""description"": ""Critical HIPAA violation involving authentication credentials in Finance..."", ""relevance"": 0.73}, {""incident_id"": ""INC-06732"", ""description"": ""Critical SOX compliance failure in Marketing financial reporting..."", ""relevance"": 0.89}, {""incident_id"": ""INC-05045"", ""description"": ""Medium export control violation involving Security customer PII..."", ""relevance"": 0.89}, {""incident_id"": ""INC-02332"", ""description"": ""High expired certification for Legal web application..."", ""relevance"": 0.94}]","[""Consent management system failures"", ""Certification and attestation gaps"", ""Segregation of duties failures"", ""Insufficient audit trail documentation"", ""Internal control design weaknesses""]","[""Review third-party vendor security"", ""Immediate containment and isolation of affected systems"", ""Conduct vulnerability assessment"", ""Review and update disaster recovery plans"", ""Establish regular security audits"", ""Engage external security consultants"", ""Conduct security awareness training""]",Low,Low
INC-00606,Medium power outage in Operations data center causing service disruption,System Failure,Medium,R&D,Medium,2025-08-28,Closed,"[{""incident_id"": ""INC-02699"", ""description"": ""Low CRM platform crash causing service disruption in Operations..."", ""relevance"": 0.71}, {""incident_id"": ""INC-06104"", ""description"": ""High database corruption in HR inventory database..."", ""relevance"": 0.84}]","[""Service dependency failures"", ""Software bugs and coding errors"", ""Hardware aging and component degradation"", ""Storage subsystem failures"", ""Inadequate capacity planning""]","[""Deploy endpoint detection and response"", ""Deploy security information and event management"", ""Conduct security awareness training"", ""Conduct comprehensive forensic investigation"", ""Notify all affected stakeholders immediately"", ""Implement multi-factor authentication"", ""Establish regular security audits""]",High,Low
INC-00607,Critical business email compromise targeting IT executives,Security,Critical,Security,High,2025-04-04,Open,"[{""incident_id"": ""INC-01981"", ""description"": ""High SQL injection vulnerability in Legal web app..."", ""relevance"": 0.81}, {""incident_id"": ""INC-08832"", ""description"": ""Critical data exfiltration from Security file servers via spear phishing..."", ""relevance"": 0.93}, {""incident_id"": ""INC-07261"", ""description"": ""Critical phishing attack targeting Sales employees via compromised website..."", ""relevance"": 0.72}]","[""Missing endpoint protection solutions"", ""Poor network segmentation"", ""Inadequate access control mechanisms"", ""Insufficient security awareness training"", ""Outdated security policies and procedures""]","[""Review and strengthen backup procedures"", ""Establish continuous monitoring program"", ""Review access control lists and permissions"", ""Update all software and security patches"", ""Establish regular security audits"", ""Implement multi-factor authentication""]",Medium,Immediate
INC-00608,Low Chat transcript leak from Finance web application,Data Leakage,Low,HR,Low,2025-05-22,In Progress,"[{""incident_id"": ""INC-02953"", ""description"": ""High Log file exposure containing Customer Service sensitive data..."", ""relevance"": 0.91}, {""incident_id"": ""INC-05900"", ""description"": ""Medium cloud storage misconfiguration exposing Customer Service financial records..."", ""relevance"": 0.89}]","[""Weak data access controls"", ""Lack of data loss prevention tools"", ""Unsanctioned cloud service usage"", ""API security and authentication gaps"", ""Data backup security weaknesses""]","[""Review and strengthen backup procedures"", ""Establish regular security audits"", ""Conduct tabletop exercises for incident response"", ""Notify all affected stakeholders immediately"", ""Update all software and security patches""]",Medium,Low
INC-00609,Low API response leak exposing Marketing medical records,Data Leakage,Low,Marketing,Low,2025-11-28,Open,"[{""incident_id"": ""INC-07208"", ""description"": ""Critical Error message leak revealing Operations system information..."", ""relevance"": 0.74}, {""incident_id"": ""INC-03486"", ""description"": ""Critical analytics data exposure revealing Operations customer PII..."", ""relevance"": 0.72}]","[""Print and document handling vulnerabilities"", ""Poor data governance framework"", ""Insufficient vendor oversight"", ""Removable media control deficiencies"", ""Insufficient data anonymization""]","[""Conduct tabletop exercises for incident response"", ""Deploy endpoint detection and response"", ""Update all software and security patches"", ""Deploy security information and event management""]",Medium,High
INC-00610,High contract compliance issue in Marketing conference room,Compliance,High,Marketing,High,2025-11-08,Resolved,"[{""incident_id"": ""INC-01033"", ""description"": ""High licensing violation for Sales productivity suite..."", ""relevance"": 0.82}, {""incident_id"": ""INC-02065"", ""description"": ""Low policy violation detected in R&D reporting..."", ""relevance"": 0.88}]","[""Vendor due diligence inadequacies"", ""Insufficient audit trail documentation"", ""Internal control design weaknesses"", ""Breach notification procedure gaps"", ""Cross-border transfer mechanism deficiencies""]","[""Deploy additional monitoring solutions"", ""Review access control lists and permissions"", ""Review and update disaster recovery plans"", ""Conduct tabletop exercises for incident response"", ""Deploy endpoint detection and response"", ""Update all software and security patches""]",Medium,Low
